,cena_brutto_pln,powierzchnia_uzytkowa,liczba_izb,kondygnacja,dzielnica
8910,700000.0,40.73,2.0,6.0,13.0
8915,1200000.0,97.97,4.0,2.0,4.0
8921,463000.0,52.93,3.0,1.0,10.0
8931,423648.0,37.37,2.0,9.0,4.0
8933,1013948.0,81.67,4.0,2.0,13.0
8938,1142525.0,67.65,4.0,3.0,13.0
8939,553000.0,39.57,2.0,4.0,13.0
8944,745000.0,80.09,2.0,1.0,8.0
8954,1031114.0,59.06,3.0,5.0,13.0
8955,394802.0,30.18,2.0,6.0,13.0
8957,1052000.0,81.88,4.0,3.0,13.0
8962,585308.0,39.98,2.0,5.0,13.0
8967,589057.0,44.25,2.0,4.0,13.0
8972,605716.53,39.99,2.0,3.0,3.0
8977,750987.48,35.63,2.0,5.0,3.0
8982,1073110.0,71.52,4.0,9.0,11.0
8987,406213.84,28.21,1.0,2.0,11.0
8990,575398.88,36.96,2.0,2.0,3.0
8995,881120.0,50.07,3.0,2.0,3.0
9030,672793.33,40.42,2.0,6.0,13.0
9037,534920.07,36.74,2.0,1.0,3.0
9042,780168.0,42.48,2.0,5.0,3.0
9047,903772.15,47.32,2.0,2.0,3.0
9052,820680.0,55.12,3.0,3.0,4.0
9053,552000.0,36.8,2.0,2.0,3.0
9058,552000.0,36.8,2.0,2.0,3.0
9063,801960.0,55.14,3.0,4.0,4.0
9064,765456.0,50.24,3.0,2.0,4.0
9065,784350.0,47.29,3.0,3.0,3.0
9070,912551.0,50.77,3.0,4.0,3.0
9075,5540884.0,230.14,4.0,10.0,2.0
9078,1200580.0,50.37,2.0,4.0,5.0
9081,1249579.0,96.34,4.0,6.0,4.0
9083,965739.0,72.34,4.0,1.0,4.0
9084,1042018.58,79.87,3.0,-1.0,4.0
9087,1400000.0,56.54,3.0,4.0,5.0
9090,970000.0,103.9,4.0,1.0,10.0
9091,278000.0,26.04,1.0,3.0,13.0
9092,67202.71,38.29,2.0,1.0,1.0
9095,181621.81,131.89,5.0,3.0,1.0
9096,2100000.0,85.39,3.0,8.0,5.0
9098,688185.0,36.9,2.0,3.0,5.0
9101,1192455.46,66.89,3.0,6.0,1.0
9105,845000.0,59.33,4.0,6.0,8.0
9107,1160000.0,50.89,1.0,1.0,5.0
9110,485000.01,38.35,2.0,9.0,14.0
9113,964672.0,41.09,2.0,5.0,5.0
9116,439126.0,49.34,3.0,8.0,4.0
9118,448903.0,49.33,3.0,9.0,4.0
9120,697502.0,50.42,2.0,3.0,4.0
9121,438249.5,47.57,2.0,3.0,17.0
9122,561230.0,39.71,2.0,4.0,4.0
9125,279400.0,27.14,1.0,2.0,4.0
9127,768854.0,55.06,3.0,1.0,4.0
9128,474240.0,39.52,2.0,1.0,4.0
9129,305704.0,27.52,1.0,3.0,4.0
9131,848675.0,55.15,3.0,4.0,4.0
9132,1650000.0,88.16,4.0,2.0,5.0
9134,957040.0,68.36,3.0,2.0,4.0
9135,870607.0,58.43,3.0,3.0,4.0
9136,106385.51,25.03,2.0,1.0,17.0
9137,729819.55,56.79,3.0,4.0,11.0
9140,639665.21,51.45,2.0,5.0,11.0
9143,611539.2,51.3,2.0,2.0,11.0
9146,691668.58,52.34,2.0,7.0,11.0
9149,430322.46,28.69,1.0,5.0,11.0
9152,651373.65,52.07,2.0,5.0,11.0
9155,598816.43,48.02,2.0,3.0,11.0
9158,566757.04,38.48,2.0,8.0,11.0
9191,441971.96,28.7,1.0,8.0,11.0
9224,1912899.79,103.4,4.0,3.0,6.0
9225,570467.59,37.97,2.0,8.0,11.0
9228,632448.22,48.2,2.0,5.0,11.0
9231,450381.59,28.87,1.0,4.0,11.0
9234,444087.81,38.44,2.0,3.0,11.0
9237,1164060.0,93.09,4.0,5.0,13.0
9242,757760.0,59.61,3.0,6.0,13.0
9247,583500.0,40.69,2.0,4.0,13.0
9252,1160000.0,61.07,3.0,7.0,4.0
9253,419177.26,27.67,1.0,8.0,11.0
9256,734426.0,55.22,3.0,1.0,4.0
9257,1130901.0,93.32,4.0,1.0,13.0
9262,775032.34,59.18,3.0,2.0,11.0
9265,299052.0,65.47,4.0,2.0,18.0
9266,826640.0,54.86,3.0,3.0,4.0
9267,800424.73,63.97,3.0,7.0,11.0
9270,591450.68,37.99,2.0,7.0,11.0
9273,1256155.57,102.43,5.0,1.0,13.0
9278,784482.84,63.5,3.0,4.0,11.0
9281,325000.0,23.4,1.0,6.0,5.0
9282,814263.0,43.31,2.0,7.0,13.0
9283,519000.0,53.04,3.0,1.0,10.0
9293,575000.0,79.92,3.0,1.0,10.0
9303,610000.0,79.79,3.0,1.0,10.0
9313,888948.22,71.2,4.0,6.0,11.0
9316,583551.56,38.49,2.0,7.0,11.0
9319,1013578.46,91.61,4.0,3.0,11.0
9322,527000.0,53.67,2.0,1.0,10.0
9332,1231335.0,65.16,4.0,2.0,7.0
9334,833736.94,68.45,3.0,5.0,11.0
9337,660019.93,49.31,1.0,7.0,11.0
9340,1347381.0,71.29,3.0,2.0,7.0
9342,934670.0,48.93,2.0,3.0,2.0
9344,583360.92,39.03,2.0,6.0,11.0
9347,1150000.0,104.3,5.0,1.0,13.0
9356,1228409.2,122.97,6.0,1.0,13.0
9361,1283638.28,122.84,6.0,1.0,13.0
9366,777634.99,56.68,3.0,7.0,11.0
9369,1308642.74,121.59,5.0,1.0,13.0
9374,637438.66,51.54,2.0,6.0,11.0
9377,1335474.0,70.67,2.0,1.0,7.0
9379,1074825.01,122.9,5.0,1.0,13.0
9384,1258479.7,122.31,5.0,1.0,13.0
9389,551662.0,61.6,3.0,3.0,17.0
9390,458428.0,48.43,2.0,4.0,17.0
9392,574020.0,62.81,3.0,4.0,17.0
9393,511990.0,33.0,2.0,6.0,4.0
9395,560760.0,61.68,3.0,2.0,17.0
9396,848250.0,46.75,2.0,6.0,13.0
9397,1087495.0,63.95,4.0,1.0,13.0
9401,763120.0,44.98,2.0,2.0,13.0
9402,440804.0,48.44,2.0,1.0,17.0
9403,499668.0,57.1,3.0,2.0,17.0
9404,465920.0,53.2,3.0,1.0,4.0
9408,629000.0,36.5,2.0,9.0,11.0
9421,864172.0,45.74,2.0,5.0,13.0
9422,498468.0,57.32,3.0,1.0,17.0
9423,1200000.0,84.59,4.0,1.0,11.0
9436,685000.0,35.16,2.0,4.0,4.0
9441,860000.0,69.12,4.0,4.0,11.0
9454,763633.0,57.46,3.0,1.0,11.0
9467,441040.0,47.78,2.0,2.0,17.0
9468,1038808.6,68.99,4.0,5.0,11.0
9481,432137.0,47.76,2.0,2.0,17.0
9482,523270.0,58.19,3.0,4.0,17.0
9483,529055.0,61.45,3.0,3.0,17.0
9484,658884.0,49.34,2.0,5.0,4.0
9488,1441140.55,68.56,3.0,3.0,5.0
9492,1060829.0,81.59,4.0,3.0,4.0
9496,579418.0,59.57,3.0,3.0,17.0
9498,672984.0,51.72,2.0,5.0,4.0
9502,699090.0,52.14,2.0,7.0,4.0
9506,900564.0,68.14,3.0,1.0,4.0
9512,1050000.0,70.05,4.0,2.0,15.0
9513,1249000.0,149.82,5.0,1.0,8.0
9517,502704.0,34.73,2.0,4.0,15.0
9518,558350.0,42.87,2.0,1.0,15.0
9519,523715.0,60.83,3.0,2.0,17.0
9520,497873.14,45.91,2.0,4.0,15.0
9524,550872.0,61.47,3.0,4.0,17.0
9525,874310.0,47.26,2.0,3.0,2.0
9527,416464.01,37.16,2.0,7.0,15.0
9531,562680.0,62.75,3.0,2.0,17.0
9532,443140.07,45.45,3.0,6.0,15.0
9538,443232.07,45.46,3.0,5.0,15.0
9542,398099.85,40.9,2.0,7.0,15.0
9546,260744.0,29.72,1.0,1.0,17.0
9547,397220.91,33.69,2.0,4.0,15.0
9551,364554.0,42.42,2.0,2.0,17.0
9552,659064.4,38.7,2.0,9.0,11.0
9565,524510.24,45.41,2.0,1.0,15.0
9571,992616.0,81.54,4.0,1.0,4.0
9575,740530.0,52.28,2.0,6.0,4.0
9581,1792000.0,116.3,4.0,7.0,4.0
9585,556717.77,44.49,2.0,6.0,14.0
9589,810226.0,54.22,3.0,5.0,4.0
9593,833738.0,58.58,3.0,2.0,4.0
9597,885350.0,42.65,2.0,2.0,2.0
9599,584612.2,59.85,3.0,6.0,15.0
9603,371399.01,33.72,2.0,1.0,15.0
9607,1728484.0,84.57,4.0,2.0,2.0
9609,754468.0,66.19,3.0,5.0,13.0
9614,898868.0,60.76,3.0,6.0,13.0
9619,510007.5,28.89,1.0,4.0,13.0
9622,694331.82,53.82,3.0,3.0,4.0
9624,612500.0,39.57,2.0,2.0,13.0
9629,1117000.0,84.88,4.0,6.0,13.0
9634,974367.64,78.73,3.0,2.0,4.0
9638,410359.83,36.8,2.0,2.0,15.0
9642,487559.79,47.2,3.0,6.0,15.0
9646,616788.15,54.84,3.0,5.0,15.0
9650,520088.32,40.33,2.0,1.0,4.0
9652,597332.6,65.25,4.0,3.0,15.0
9656,488866.7,50.34,3.0,4.0,15.0
9660,861720.5,59.33,3.0,4.0,4.0
9662,580436.09,59.83,3.0,8.0,15.0
9666,463719.16,43.81,3.0,8.0,15.0
9670,400119.85,41.68,2.0,8.0,15.0
9674,421189.91,36.78,2.0,1.0,15.0
9678,78304.8,62.8,3.0,3.0,2.0
9679,655574.0,51.62,3.0,1.0,4.0
9682,524748.06,48.1,3.0,3.0,15.0
9686,827000.0,81.79,4.0,5.0,13.0
9691,461080.02,41.45,2.0,2.0,15.0
9695,900488.0,59.65,3.0,2.0,13.0
9700,602000.0,40.71,2.0,5.0,13.0
9705,591000.0,40.65,2.0,3.0,13.0
9710,638000.0,44.19,2.0,3.0,13.0
9715,644000.0,40.03,2.0,5.0,13.0
9720,94334.7,20.46,2.0,5.0,2.0
9721,435481.73,33.6,1.0,5.0,15.0
9725,1350200.0,97.3,3.0,1.0,14.0
9726,980000.0,63.61,3.0,5.0,8.0
9728,417750.0,27.85,1.0,3.0,13.0
9729,677300.0,48.45,2.0,3.0,8.0
9732,550000.0,36.14,2.0,3.0,13.0
9733,646900.0,37.86,1.0,2.0,2.0
9735,410000.0,25.05,1.0,2.0,13.0
9736,870000.0,50.24,2.0,1.0,2.0
9739,468952.87,37.09,2.0,5.0,15.0
9743,320000.0,26.04,1.0,3.0,13.0
9744,425762.87,36.39,2.0,5.0,15.0
9748,815872.0,53.88,3.0,3.0,8.0
9750,395040.17,33.64,2.0,6.0,15.0
9754,652232.02,59.83,3.0,3.0,15.0
9758,787234.7,64.62,3.0,2.0,14.0
9762,754944.58,65.16,3.0,3.0,14.0
9766,532927.44,44.38,2.0,7.0,14.0
9770,511512.88,44.48,2.0,3.0,14.0
9774,462385.26,41.11,2.0,2.0,14.0
9776,351390.0,33.62,2.0,8.0,15.0
9780,351770.14,33.66,2.0,9.0,15.0
9784,319675.14,33.65,2.0,9.0,15.0
9788,1059000.0,69.45,3.0,2.0,13.0
9793,687986.4,59.75,3.0,10.0,15.0
9797,487204.92,47.65,3.0,8.0,15.0
9801,616039.74,59.8,3.0,3.0,15.0
9805,1082000.0,93.13,4.0,3.0,13.0
9810,525000.0,53.05,3.0,1.0,10.0
9820,896035.0,47.93,3.0,4.0,3.0
9825,1521664.0,81.52,3.0,2.0,5.0
9835,796672.0,66.22,3.0,4.0,13.0
9840,942255.0,53.47,3.0,5.0,3.0
9845,1900000.0,96.62,4.0,2.0,5.0
9855,630000.0,44.18,2.0,2.0,13.0
9860,534000.0,40.1,2.0,1.0,13.0
9865,697940.95,43.08,2.0,2.0,3.0
9870,528000.0,38.17,2.0,1.0,13.0
9875,621000.0,44.16,2.0,6.0,13.0
9880,1025612.0,55.83,3.0,5.0,3.0
9885,962837.07,51.22,3.0,3.0,3.0
9890,1866432.48,100.45,4.0,1.0,3.0
9895,545000.0,79.44,3.0,1.0,10.0
9905,736848.0,40.48,2.0,5.0,3.0
9910,1399367.11,66.01,3.0,4.0,2.0
9912,1206059.36,65.23,3.0,4.0,2.0
9920,750000.0,56.88,3.0,1.0,4.0
9926,922564.77,46.55,3.0,5.0,3.0
9931,800000.0,68.01,3.0,1.0,4.0
9941,663206.71,47.2,3.0,5.0,11.0
9944,661951.83,47.47,3.0,4.0,11.0
9947,512339.99,38.68,2.0,3.0,11.0
9950,518148.39,38.53,2.0,5.0,11.0
9953,778704.0,43.04,2.0,3.0,3.0
9958,687648.56,35.71,2.0,4.0,3.0
9963,637000.0,32.63,2.0,3.0,4.0
9966,4478566.82,101.84,4.0,5.0,3.0
9991,406995.0,31.55,2.0,2.0,4.0
9994,685548.0,50.04,3.0,4.0,4.0
9997,1944000.0,111.32,6.0,1.0,7.0
10000,755435.0,50.03,3.0,2.0,4.0
10003,888370.0,54.9,3.0,4.0,4.0
10006,2868870.16,33.94,2.0,2.0,3.0
10031,808000.0,55.92,3.0,2.0,4.0
10036,2863676.68,36.29,2.0,3.0,3.0
10061,578252.0,31.53,2.0,4.0,4.0
10064,735585.0,55.2,3.0,1.0,4.0
10067,853756.56,48.82,3.0,4.0,3.0
10072,869745.96,49.87,3.0,4.0,3.0
10077,901911.6,53.5,3.0,4.0,3.0
10082,853954.2,48.15,3.0,4.0,3.0
10087,1203973.95,66.3,3.0,3.0,2.0
10089,949248.0,55.66,3.0,4.0,3.0
10094,650000.0,35.31,2.0,3.0,13.0
10095,950000.0,93.1,5.0,1.0,13.0
10104,875800.0,59.69,3.0,2.0,8.0
10107,872610.12,49.53,3.0,4.0,3.0
10112,1167858.86,63.8,3.0,5.0,2.0
10114,902400.0,50.15,3.0,2.0,3.0
10119,1821118.45,87.93,4.0,8.0,2.0
10121,937000.0,92.92,5.0,1.0,13.0
10130,1003928.0,104.49,5.0,1.0,13.0
10139,707680.0,72.23,4.0,2.0,13.0
10148,706840.0,72.64,4.0,2.0,13.0
10157,626746.08,37.02,2.0,2.0,3.0
10162,1848886.56,110.24,4.0,1.0,2.0
10164,931100.0,92.66,5.0,1.0,13.0
10173,1169146.74,66.43,3.0,1.0,2.0
10175,1007711.0,103.97,5.0,1.0,13.0
10184,923400.0,48.6,2.0,4.0,8.0
10185,757172.0,74.56,4.0,1.0,13.0
10194,1008978.0,103.89,5.0,1.0,13.0
10203,537459.28,30.53,1.0,3.0,3.0
10208,852685.43,91.78,5.0,1.0,13.0
10217,1390057.1,48.85,2.0,4.0,8.0
10219,1005788.69,102.38,4.0,1.0,13.0
10228,765104.0,40.86,2.0,4.0,3.0
10233,813085.65,60.43,3.0,4.0,8.0
10235,787344.0,55.73,3.0,2.0,4.0
10238,911960.07,68.77,3.0,3.0,8.0
10240,825338.0,74.2,4.0,3.0,4.0
10243,1115793.04,63.74,3.0,1.0,2.0
10245,630423.0,48.87,3.0,1.0,4.0
10248,765231.0,58.13,3.0,2.0,4.0
10251,684035.0,49.15,3.0,2.0,4.0
10254,2061621.53,109.82,4.0,6.0,2.0
10256,393353.75,27.49,1.0,3.0,11.0
10259,630035.0,44.84,3.0,2.0,4.0
10264,589657.49,38.92,2.0,7.0,11.0
10267,2120664.84,112.06,4.0,5.0,2.0
10269,416594.65,27.59,1.0,5.0,11.0
10272,601720.0,42.44,2.0,3.0,4.0
10275,800065.0,58.21,3.0,-1.0,4.0
10278,375559.0,25.23,1.0,2.0,4.0
10285,379160.0,28.68,1.0,-1.0,4.0
10288,608206.0,39.66,2.0,3.0,4.0
10291,562092.36,38.19,2.0,6.0,11.0
10294,578972.0,39.64,2.0,4.0,4.0
10297,720640.0,50.08,3.0,4.0,4.0
10300,614297.82,51.59,2.0,3.0,11.0
10303,687750.0,55.02,3.0,1.0,4.0
10306,757184.95,59.01,3.0,3.0,11.0
10309,399448.85,27.65,1.0,4.0,11.0
10312,54079.5,55.36,4.0,2.0,16.0
10313,1186824.69,65.25,3.0,2.0,2.0
10315,650000.0,36.44,2.0,8.0,11.0
10332,613882.91,48.65,2.0,6.0,11.0
10335,837197.65,48.02,1.0,1.0,13.0
10345,719597.74,37.88,2.0,3.0,13.0
10355,1364249.68,76.11,2.0,3.0,13.0
10365,1253998.13,71.98,3.0,1.0,2.0
10367,1266395.26,71.96,3.0,4.0,2.0
10369,479197.94,38.05,2.0,4.0,11.0
10372,963725.0,58.95,3.0,8.0,13.0
10373,538389.0,39.57,2.0,1.0,4.0
10376,596237.0,31.73,2.0,4.0,4.0
10379,349420.0,25.18,1.0,1.0,4.0
10382,604630.0,31.38,2.0,1.0,4.0
10385,532792.35,38.75,2.0,6.0,11.0
10388,658000.0,37.76,2.0,3.0,4.0
10389,663725.0,38.95,2.0,4.0,13.0
10390,745950.0,47.6,3.0,3.0,6.0
10391,827123.43,54.22,3.0,6.0,4.0
10395,965323.43,71.34,3.0,4.0,4.0
10399,550885.0,39.62,2.0,2.0,4.0
10402,556664.75,38.92,2.0,1.0,4.0
10406,930000.0,56.1,4.0,2.0,6.0
10407,793104.0,64.48,3.0,4.0,4.0
10411,786340.8,60.2,3.0,6.0,4.0
10415,683706.96,47.5,3.0,7.0,11.0
10418,524004.71,38.05,2.0,5.0,11.0
10421,1346731.14,72.0,3.0,8.0,2.0
10423,1151631.65,63.6,3.0,4.0,2.0
10425,663480.51,39.1,2.0,4.0,13.0
10428,473158.0,36.82,2.0,5.0,4.0
10430,970121.0,67.93,4.0,3.0,13.0
10433,671122.29,41.69,2.0,7.0,13.0
10438,592910.24,59.78,3.0,4.0,15.0
10442,1575158.4,53.1,2.0,4.0,1.0
10444,758871.99,56.49,3.0,5.0,11.0
10447,390109.85,40.79,2.0,7.0,15.0
10451,1258044.48,46.97,3.0,2.0,1.0
10457,3852880.0,100.08,4.0,3.0,1.0
10459,756558.04,49.61,3.0,9.0,11.0
10466,387766.27,33.74,2.0,5.0,15.0
10470,789073.57,80.04,4.0,2.0,15.0
10474,393876.99,27.69,1.0,6.0,11.0
10477,662693.92,47.42,3.0,3.0,11.0
10496,744330.6,56.75,3.0,3.0,11.0
10499,2738120.57,124.46,4.0,1.0,7.0
10518,610182.29,52.6,3.0,3.0,14.0
10522,800018.16,65.22,3.0,5.0,14.0
10526,640569.73,54.56,3.0,5.0,14.0
10530,575630.41,43.09,2.0,1.0,13.0
10546,399991.51,31.95,2.0,1.0,14.0
10550,520440.99,38.03,1.0,3.0,14.0
10554,645273.59,47.88,2.0,8.0,11.0
10557,1561814.18,87.68,4.0,4.0,2.0
10559,935974.91,44.8,2.0,1.0,2.0
10561,1283327.28,72.0,3.0,8.0,2.0
10563,1261917.36,66.5,3.0,7.0,2.0
10565,492249.82,50.25,3.0,5.0,15.0
10569,598564.32,59.86,3.0,9.0,15.0
10573,396784.91,33.65,2.0,3.0,15.0
10589,700333.15,49.36,3.0,7.0,11.0
10592,1153024.92,65.74,3.0,8.0,2.0
10594,664071.78,48.58,1.0,7.0,11.0
10597,416671.0,38.34,2.0,4.0,13.0
10613,537395.45,55.02,3.0,6.0,15.0
10617,1793226.55,97.17,4.0,9.0,2.0
10619,695461.0,64.3,3.0,4.0,13.0
10635,459871.82,27.64,1.0,7.0,11.0
10638,532775.89,47.28,3.0,7.0,15.0
10642,920000.0,64.68,3.0,4.0,4.0
10647,1544836.58,125.25,4.0,1.0,7.0
10666,655706.0,63.55,3.0,3.0,13.0
10682,950000.0,61.63,3.0,8.0,6.0
10684,871648.84,55.01,3.0,8.0,11.0
10687,1501573.55,109.1,3.0,1.0,7.0
10691,1173313.08,63.75,3.0,6.0,2.0
10693,619202.0,58.97,3.0,1.0,13.0
10709,354887.82,33.48,2.0,6.0,15.0
10713,496585.0,46.98,2.0,3.0,13.0
10729,559396.0,48.52,2.0,1.0,13.0
10745,1256589.0,47.56,2.0,6.0,4.0
10755,354887.82,47.28,3.0,7.0,15.0
10759,505196.2,28.89,1.0,6.0,13.0
10762,810040.59,52.28,3.0,5.0,13.0
10765,921242.0,87.45,4.0,3.0,13.0
10781,794352.52,52.42,3.0,2.0,13.0
10784,693244.0,42.09,2.0,4.0,13.0
10787,782401.0,53.75,3.0,2.0,13.0
10790,1742250.57,96.99,4.0,6.0,2.0
10792,1896796.76,88.0,4.0,9.0,2.0
10794,1210861.7,63.48,3.0,2.0,2.0
10796,1421195.07,71.68,3.0,2.0,2.0
10798,1230148.1,71.94,3.0,5.0,2.0
10800,392002.91,33.67,2.0,3.0,15.0
10804,2095069.06,111.97,4.0,6.0,2.0
10806,581600.0,39.3,2.0,4.0,8.0
10809,796200.0,52.43,2.0,4.0,8.0
10812,689720.0,42.24,2.0,2.0,4.0
10816,1071606.12,81.62,4.0,4.0,4.0
10820,863152.0,58.4,3.0,2.0,4.0
10821,676297.17,52.33,2.0,6.0,11.0
10824,468774.93,45.75,2.0,3.0,15.0
10828,662124.03,59.81,3.0,5.0,15.0
10832,564514.52,59.81,3.0,5.0,15.0
10836,601707.03,45.41,2.0,8.0,15.0
10840,720736.38,49.5,3.0,6.0,11.0
10843,1451400.0,68.07,3.0,5.0,8.0
10849,802221.0,51.29,3.0,4.0,8.0
10850,638204.46,47.34,3.0,2.0,11.0
10853,677876.04,42.96,2.0,9.0,11.0
10856,638120.87,48.09,2.0,2.0,11.0
10859,735000.0,42.78,2.0,6.0,6.0
10861,560000.0,38.49,2.0,2.0,15.0
10862,388312.0,33.64,2.0,2.0,15.0
10866,499840.23,45.44,3.0,4.0,15.0
10870,853593.88,68.74,3.0,7.0,11.0
10873,639999.17,51.54,2.0,4.0,11.0
10876,774724.82,56.9,3.0,6.0,11.0
10879,1155455.67,64.15,4.0,6.0,2.0
10881,1331824.53,72.6,3.0,7.0,2.0
10883,400040.17,33.64,2.0,6.0,15.0
10887,1156854.96,63.6,3.0,3.0,2.0
10889,1150000.0,60.56,3.0,8.0,4.0
10890,2044523.78,112.12,4.0,6.0,2.0
10892,2051379.02,111.47,4.0,4.0,2.0
10894,622000.0,50.26,2.0,6.0,13.0
10899,970000.0,95.09,4.0,1.0,17.0
10900,1230000.0,67.88,4.0,3.0,5.0
10901,452443.0,34.67,2.0,7.0,2.0
10902,2100649.63,111.95,4.0,4.0,2.0
10904,814688.05,61.39,3.0,8.0,11.0
10907,823111.5,40.69,1.0,1.0,2.0
10910,947173.56,41.94,1.0,6.0,2.0
10913,585860.93,59.77,3.0,7.0,15.0
10917,2442130.0,123.27,4.0,3.0,7.0
10919,459808.16,43.92,3.0,10.0,15.0
10923,574918.0,52.74,2.0,2.0,13.0
10939,395585.91,33.54,2.0,2.0,15.0
10943,677085.0,64.13,3.0,2.0,13.0
10959,675641.57,74.18,4.0,1.0,15.0
10963,589690.34,60.02,3.0,8.0,15.0
10967,697250.27,43.94,3.0,1.0,8.0
10968,1055047.57,87.43,4.0,3.0,13.0
10984,870902.0,57.81,3.0,3.0,8.0
10990,1112816.0,104.76,5.0,3.0,13.0
11006,837309.5,70.83,4.0,3.0,13.0
11022,662289.28,58.72,3.0,3.0,13.0
11038,678420.0,64.16,3.0,2.0,13.0
11054,664829.0,64.33,3.0,2.0,13.0
11070,1018604.0,103.88,5.0,3.0,13.0
11086,667651.26,54.74,3.0,2.0,13.0
11102,1771889.4,97.3,4.0,1.0,2.0
11104,786717.0,52.18,2.0,6.0,4.0
11108,1250860.21,71.25,3.0,7.0,2.0
11110,1989802.53,111.2,4.0,5.0,2.0
11112,749830.7,33.19,1.0,13.0,2.0
11115,602825.96,59.84,3.0,2.0,15.0
11119,1196898.34,65.45,3.0,5.0,2.0
11121,1007780.87,87.13,4.0,3.0,13.0
11137,780949.84,56.94,3.0,8.0,11.0
11140,770248.47,37.03,1.0,11.0,2.0
11143,523729.67,48.78,3.0,4.0,15.0
11147,922306.21,36.96,1.0,13.0,2.0
11150,689962.53,47.55,3.0,8.0,11.0
11153,734895.7,40.1,2.0,5.0,3.0
11158,660128.38,52.62,2.0,3.0,13.0
11174,617133.45,43.35,2.0,5.0,13.0
11176,465200.03,41.52,2.0,3.0,15.0
11180,662426.22,37.15,1.0,8.0,2.0
11183,715150.81,47.83,3.0,9.0,11.0
11186,381915.94,36.28,2.0,6.0,15.0
11190,715487.04,40.76,2.0,3.0,3.0
11195,1188492.26,65.9,3.0,2.0,2.0
11197,459281.52,47.97,3.0,10.0,15.0
11201,819706.22,63.96,3.0,6.0,11.0
11204,621193.77,37.0,1.0,2.0,2.0
11207,1327648.61,72.57,3.0,6.0,2.0
11209,677735.68,48.28,2.0,3.0,11.0
11212,1228720.99,66.13,3.0,5.0,2.0
11214,2184555.18,109.67,4.0,7.0,2.0
11216,533904.56,36.67,2.0,1.0,3.0
11221,1240336.48,72.44,2.0,6.0,2.0
11223,646955.44,38.1,2.0,1.0,3.0
11228,705000.0,62.47,4.0,3.0,12.0
11230,715000.0,38.81,2.0,4.0,4.0
11235,618320.66,33.98,1.0,8.0,2.0
11238,914531.07,78.48,4.0,3.0,13.0
11240,698881.0,55.03,3.0,3.0,4.0
11243,836085.0,50.07,3.0,3.0,3.0
11248,355059.48,30.16,2.0,3.0,13.0
11250,378706.36,30.06,2.0,4.0,13.0
11252,516316.9,35.71,2.0,4.0,3.0
11257,518293.32,42.88,3.0,3.0,13.0
11259,523175.0,61.38,3.0,1.0,17.0
11260,973680.0,55.9,3.0,3.0,3.0
11265,952174.92,54.51,3.0,5.0,3.0
11270,716774.01,49.44,3.0,8.0,11.0
11273,572803.28,36.42,2.0,3.0,3.0
11278,654713.45,50.44,2.0,6.0,11.0
11281,346795.0,37.27,2.0,1.0,4.0
11283,713106.96,48.57,2.0,8.0,11.0
11286,864364.0,49.96,2.0,5.0,3.0
11291,820001.19,70.83,4.0,3.0,11.0
11294,488633.34,28.07,1.0,6.0,11.0
11297,796915.0,45.15,2.0,4.0,3.0
11302,818000.0,55.1,3.0,3.0,4.0
11305,820000.34,46.65,2.0,5.0,3.0
11310,640200.0,39.68,2.0,4.0,4.0
11313,1023960.0,55.8,3.0,4.0,3.0
11318,266197.01,54.5,3.0,2.0,18.0
11319,895198.37,50.32,3.0,3.0,3.0
11324,871994.93,63.32,4.0,6.0,13.0
11326,873507.55,47.45,3.0,2.0,3.0
11331,988167.44,45.61,2.0,3.0,5.0
11335,942960.0,50.8,3.0,4.0,3.0
11340,342630.0,25.38,1.0,3.0,4.0
11343,1320148.37,80.96,3.0,1.0,2.0
11345,1672479.92,97.46,4.0,2.0,2.0
11347,831900.0,50.46,3.0,3.0,3.0
11352,1236503.85,65.57,3.0,6.0,2.0
11354,518000.0,38.41,2.0,5.0,15.0
11355,566199.63,38.66,2.0,4.0,11.0
11358,818370.02,68.74,3.0,8.0,11.0
11361,836197.47,68.54,3.0,9.0,11.0
11364,1111503.33,63.19,3.0,4.0,3.0
11369,972211.67,81.29,4.0,6.0,11.0
11372,573000.0,39.22,2.0,5.0,15.0
11373,1110000.0,75.22,4.0,3.0,15.0
11374,530315.65,35.66,2.0,5.0,3.0
11379,637762.98,34.11,1.0,10.0,2.0
11382,1571550.0,46.31,2.0,6.0,5.0
11388,553961.6,37.96,2.0,3.0,3.0
11393,773000.0,53.05,3.0,2.0,15.0
11394,552450.0,36.83,2.0,3.0,3.0
11399,886531.88,63.45,4.0,3.0,13.0
11401,644289.32,41.79,2.0,3.0,13.0
11403,561450.0,37.43,2.0,4.0,3.0
11408,410410.0,31.57,2.0,2.0,4.0
11411,860021.71,48.75,3.0,1.0,2.0
11414,360230.08,31.31,2.0,2.0,13.0
11416,1490450.96,84.52,4.0,1.0,3.0
11421,496972.9,38.71,2.0,1.0,13.0
11423,809179.02,43.15,2.0,1.0,2.0
11426,632982.09,37.13,1.0,4.0,2.0
11429,621114.96,35.61,2.0,4.0,3.0
11434,975276.4,44.76,2.0,1.0,3.0
11439,990640.0,54.54,3.0,2.0,3.0
11448,622707.13,42.12,2.0,2.0,13.0
11451,652339.87,44.63,2.0,7.0,11.0
11454,494478.0,31.69,2.0,1.0,13.0
11457,614632.8,35.69,2.0,4.0,3.0
11462,1060113.25,68.43,4.0,6.0,13.0
